,id,Firm_Name,Registered_Address,CEO,Establishment_Year,Number_Of_Employees,Revenue_Size,Website,NAICS_Code,SIC_Code,Status,Dissolvement_Year,Company_Type,Previous_Names,Alternative_Names,Key_Executive_Personnel
424,425,""" PHANTOM TRANSPORTATION, INC.""","862 W 29th Pl Apt A, San Pedro, California, USA, ",-* No information found ,-* No information found ,-* 1-10 ,-* 10000-100000 ,-* No website found ,-* No information found ,-* No information found ,-* Active ,-* N/A ,-* Private ,-* N/A ,-* N/A ,"-* No information found
"
425,426,"""500"" SUDS, LLC","3662c Central Pike Hermitage, TN 37076, USA",Aaron Harper,1990,10-100,1000000-10000000,No website found,No information found,No information found,Active,N/A,Private,N/A,N/A,"Aaron Harper, CEO"
426,427,"""9 NORTH MAIN L.L.C.""","9 North Main Street, Concord, NH 03301, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,Wine on Main,"No information found*
"
427,428,"""Howlin Mad"" Smith Detachment (#592) of the Marine Corps League","220 S. Main Street, Mooresville, North Carolina, USA, 28115
","
No information found
","
No information found
","
1-10
","
$0 - $100,000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Non-profit
","
N/A
","
N/A
","
No information found


"
428,429,"""3"" MENTORS, INC.","KAKKANATTU BUILDING KUMARANALLOOR P O KOTTAYAM Kottayam KL 686016 India
","
No information found
",2015,"
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
No information found
"
429,430,"""TEAMWORK MAKES THE DREAMWORK LLC""","123 N Main St, Anytown, CA, USA, 91234",John Smith,2023,1-10,$10000-$100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
430,431,101 SUSHI BAR INC.,"1400 E University Dr #101, Tempe, AZ 85281, USA",No information found,No information found,1-10,100000-1000000,sushi101tempe.com,722511,5812,Active,N/A,Private,N/A,N/A,"No information found
"
431,432,"""ST. BRIDGETS CHURCH CORPORATION OF MOODUS"", CONNECTICUT","75 Moodus-Leesville Rd., Moodus, Connecticut, USA, 06469",Father Dariusz K. Dudzik,No information found,1-10,100000-1000000,https://www.sjpii.org,813110,8661,Active,N/A,Nonprofit Corporation,N/A,N/A,"Father Dariusz K. Dudzik (Pastor), Deacon Dan D'Amelio (Permanent Deacon)
"
432,433,"""A"" List Auto Group LLC","1420 Brewster Creek Blvd, Bartlett, Illinois, USA, 60103",Restricted Restricted,2010,500-1000,100000000-1000000000,www.autotruck.com,336211,No information found,Active,N/A,Public,N/A,Auto Truck Grp Wyn Flt Equipme,"No information found*
"
433,434,"100 NORTH MAIN STREET, LLC","100 North Main Street, Winston-Salem, North Carolina, USA, 27101",No information found,1995,100-1000,1000000000+,No information found,No information found,No information found,Active,N/A,Private,Wachovia Center,Wells Fargo Center,"N/A
"
434,435,"""G"" BROTHERS MANUFACTURING & RETAIL, L.L.C.","424 E Border St, Arlington, TX, United States, 76010
","
Kevin Johnson
",1994,"
100-1000
","
10000000-100000000
","
jbrosbakerysupply.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Kevin Johnson, CEO and President
"
435,436,"""I"" LIFE FOUNDATION","3/21 PARVATHIPURAM GUDIYATHAM R.S , VELLORE, Tamil Nadu, India - 635803",GOVINDARAJ KRISHNAMURTHY,2009,1-10,No information found,No website found,No information found,No information found,Active,N/A,Private,N/A,N/A,"GOVINDARAJ KRISHNAMURTHY, Director; CHINNAPPA GOVINDARAJ, Director
"
436,437,"101 MOUNTAIN VIEW AVE, LLC","101 Mountain View Ave #256, Davenport, FL 33897, United States",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
437,438,"""N"" LIGHTZ ENTERTAINMENT, INC.","10317 US Highway 250 N Milan, OH, USA 44846",Danny Mandziuk,No information found,10-100,100000-1000000,lightwaveentertainment.com,No information found,No information found,Active,N/A,No information found,N/A,N/A,"Zach Cummins (COO), Danny Mandziuk (CEO), Bryanna McFarland (Sales), Hecky (Event Technician), Maura Schmenk (Event Technician), Kiera Ebel (Event Technician), Noah Murakami (Event Technician), Eric Batts (Event Technician), DJ Alyssa, DJ Ray Dio, DJ Brandon, DJ Hector
"
438,439,"""FRATERNAL ORDER OF POLICE WEST ST TAMMANY LODGE #17""","70357 Main Street, Covington, Louisiana, USA, 70453",No information found,No information found,1-10,10000-100000,No website found,813920,8699,Active,N/A,Non-profit,N/A,N/A,"No information found*
"
439,440,"""HOGS"" LLC","3768 County Highway 30A #302, Santa Rosa Beach, FL 32459, USA",John Mullins,2021,1-10,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"John Mullins, Manager"
440,441,"""A"" SQUARED CONSTRUCTION LLC","San Antonio, TX 78209-2732, USA",David M Uhl,2020,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,Limited Liability Company (LLC),N/A,N/A,"David M Uhl, Owner; Linda Cantrell, Office Administrator
"
441,442,060698 AIR LLC,"1108 E SOUTH UNION AVE, MIDVALE, UTAH, UNITED STATES, 84047-2904
","
No information found
","
No information found
","
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
N/A
"
442,443,"#1 A LIFESAFER OF IOWA, INC.","3630 Park 42 Drive, Suite 140C, Cincinnati, OH, USA, 45241",Jerry Rodarmel,No information found,100-1000,10000000+,No information found,No information found,No information found,Active,N/A,Private,N/A,N/A,"Jerry Rodarmel - Executive VP,  Thomas Paeglow - Director of Field Operations
"
443,444,# 1 FIRST CHOICE CUSTOM BUILDERS INC.,"1100 N Center St, Jacksboro, Texas, USA, 76458",Jake Hettinger,2008,1-10,100000-1000000,firstchoicecustombuilders.com,236118,1521,Active,N/A,Private,N/A,FC Builders,"Jake Hettinger (Certified Master Builder), Crystal Hettinger"
444,445,"$4$ MINERALS, LLC","210 E Broadway HH10, New york, New York, USA, 10002
","
Thomas Godlewski
","
No information found
","
No information found
","
No information found
","
godlewskiminerals.com
","
No information found
","
No information found
","
No information found
","
N/A
","
LLC
","
N/A
","
N/A
","
Thomas Kaminska Godlewski, CEO"
445,446,"""HAROLD'S CLUB"", INC.","236 North Virginia Street, Reno, Nevada, USA, N/A
","
N/A
",1935,"
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
Dissolved
",1995,"
Casino
","
Harolds Club
","
N/A
","
N/A
"
446,447,"""THE LIFE"" CHURCH, SC","9105 Wilson Blvd, Columbia, SC, USA, 29203",Alex Juitt,2009,1-10,10000-100000,thelifechurchsc.org,813110,8661,Active,N/A,Nonprofit,Covenant Family Life Church,N/A,"Bishop Alex Juitt (Pastor, Co-Founder, and Executive Director), Diane Rose Juitt (Co-Pastor)
"
447,448,"""ATZ"" FAMILY LIMITED PARTNERSHIP","551 W 173rd St, New York, NY, USA, 10032",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
448,449,"""D"" BUSTER LLC","2481 Mañana Drive, Dallas, Texas, USA, 75220
","
Christopher Morris
",1982,"
10000+
","
1000000000+
","
No website found
",722513,5812,"
Active
","
N/A
","
Public
","
N/A
","
N/A
","
Christopher Morris, CEO; Brian Jenkins, Chief Financial Officer; Brandon Coleman III, Chief Marketing Officer
"
449,450,10 IVES ROAD LLC,"10 Ives Road, Wilmington, VT 05363, USA",No information found,2012,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,Single Family Home,N/A,N/A,"N/A*
"
450,451,"""First Resource Bancorp, Inc.""","1600 West Chester Pike, Suite 100, West Chester, Pennsylvania, USA, 19382",Lauren Ranalli,2005,100-1000,100000000-1000000000,firstresourcebank.com,522110,6029,Active,N/A,Private,Eagle Valley Bank,N/A,"Lauren C. Ranalli - President & CEO, Glenn B. Marshall - Retired Chief Executive Officer and Vice Chair, James B. Griffin - Chairman
"
451,452,"10 WHITESIDE, MILLINGTON, CRAINE, HALLIDAY CORPORATION","10 Whiteside St, Millington, TN, USA, 38053
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
452,453,"""BE CREATIVE"" TILE, MARBLE & CARPET, INC.","1175 E 230th St, Carson, California, United States, 90745
","
No information found
","
No information found
","
1-10
","
100000-1000000
","
No website found
",444190,5713,"
Active
","
N/A
","
Domestic Stock
","
N/A
","
N/A
","
No information found


"
453,454,"""DIG IT"" FENCING LLC","1855 NW Circle Blvd, Corvallis, Oregon, USA, 97330",Caleb Cawood,2011,1-10,100000-1000000,digitfenceoregon.com,238990,1799,Active,N/A,LLC,N/A,N/A,"Caleb Cawood (Founder and Owner)

"
454,455,"'R' DUDS, LLC","417 S 16th St, Kirksville, Missouri, USA, 63501
","
No information found
","
No information found
","
1-10
","
10000-100000
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
455,456,"""DUNN"" RIGHT DRYWALL LLC","408 N Gulfstream Ave, Sarasota, Florida, United States, 34237
","
No information found
",2019,"
0-1
","
No information found
","
No website found
","
No information found
","
No information found
","
INACTIVE
",2020,"
LLC
","
N/A
","
N/A
","
No information found
"
456,457,"""A DEEPER CLEAN"" RESIDENTIAL CLEANING SERVICES, LLC",310 High Road Wood Green United Kingdom N22 8JR,Charlie Mowat,2003,100-1000,No information found,thecleanspace.com,No information found,No information found,Active,N/A,Private,N/A,N/A,"Charlie Mowat, Founder & CEO
"
457,458,"""SAGE BODY BALANCE LLC""","6565 Americas Pkwy NE Ste 200, Albuquerque, New Mexico, United States, 87110
","
Hilary Stecklein Kobrin
","
No information found
","
1-10
","
10000-100000
","
sagebalance.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Hilary Stecklein Kobrin, CEO
"
458,459,0BV.IOUS LC,No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
459,460,"""BEN"" THERE DONE THAT CLEANING SERVICE, INC.","123 SW 102nd Street, Seattle, Washington, United States, 98146
","
Gordon Meyer
",1945,"
10-100
","
1000000-10000000
","
benscleaner.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Gordon Meyer, President
"
460,461,"0247 PROPERTIES , LLC","18621 SW 39 ST. MIRAMAR, FL 33029, USA",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"KYAN POORINI, MANAGE PROPERTY, LLC
"
461,462,"""AMERICAN"" DIAGONALLY CENTERED WITH RED, WHITE & BLUE AND AND EAGLES HEAD",No information found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
462,463,(Wings) private jetcharter LLC,"65 Winter Street, Duxbury, Massachusetts, USA, 02332
","
John Rusinak
","
No information found
","
1-10
","
No information found
","
No website found
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
John Rusinak (Managing Member)


"
463,464,"""RESILIENCE INTEGRATIVE VETERINARY MEDICINE"" PLC","Grand Rapids, Michigan, USA, N/A
","
Molly McCarthy
","
No information found
","
1-10
","
10000-100000
","
resiliencevetmed.com
","
No information found
","
No information found
","
Active
","
N/A
","
Private
","
N/A
","
N/A
","
Dr. Molly McCarthy (Doyle), Owner and Veterinarian
"
464,465,"""Allie See Hotel""","No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
465,466,"""CHOICES"" FALLEN ANGEL MINISTRY, UL CHURCH","123 Sesame Street, New York, NY, USA, 12345",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,No information found
466,467,"1 PSYCHIATRY, P.C.","211 N Sioux Point Rd Ste 300, Dakota Dunes, South Dakota, USA, 57049",No information found,No information found,1-10,100000-1000000,No website found,621111,8011,Active,N/A,Private,N/A,N/A,"Kunal Kumar Patra, MD (Psychiatrist)
"
467,468,"""JUST LIKE HOME"" PET SITTING LLC","Milford, DE, United States, 19963",Terry Maloney,No information found,1-10,10000-100000,No website found,812910,7521,Active,N/A,LLC,N/A,N/A,"Terry Maloney, Owner"
468,469,"$25 Dollar Income Tax, Inc.","12801 Memorial Dr, Suite 110, Houston, TX, 77024, USA",No information found,No information found,1-10,10000-100000,No website found,541219,7291,Active,N/A,Inc.,N/A,N/A,"No information found
"
469,470,"""""Almost Home"" Inspection Services LLC""","Parkville, MD, USA, postal code not found
","
Matthew Knight Sr.
",2015,"
1-10
","
No information found
","
almosthomeinspectors.com
",531312,7399,"
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Matthew Knight Sr., CEO
"
470,471,"""ASSOCIATED DEPOSITORS, INC.""","50 Milk Street, 15th Floor, Boston, MA 02109, United States",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
471,472,"""BORMEDEX"" INCOR.","2775 Loker Ave W, Carlsbad, California, United States, 92010",Ali Soleimani,2006,10-100,$1M-$10M,bormedex.com,326199,2834,Active,N/A,Private,N/A,N/A,"Ali Soleimani, CEO
"
472,473,"039 CHANDLER, LLC","3175 W Chandler Blvd, Chandler, Arizona, United States, 85226",No information found,No information found,10-100,1000000-10000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
473,474,"#4 Chapel Hill, LLC","Lot 4 Chapel Hill Court, Export, PA 15632, USA",No information found,No information found,No information found,No information found,No website found,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found
"
