,name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
380,10th Street Micro Hotel LLC,10184022,us_ak,2022-01-11,,Limited Liability Company,,,,False,Non Compliant,2022-01-13T04:05:22+00:00,2024-09-24T05:33:44+00:00,2024-09-23T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10184022,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-09-23T08:10:10+00:00'}","{'street_address': '3212 BAXTER ROAD', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99504', 'country': 'UNITED STATES'}","3212 BAXTER ROAD, ANCHORAGE, AK, 99504",[],,
381,11 Fifteen Limited Partnership,112999,us_ak,2007-12-24,,Limited Partnership,,,,False,Good Standing,2011-04-08T14:37:21+00:00,2024-10-08T12:51:09+00:00,2024-10-06T08:10:10+00:00,https://opencorporates.com/companies/us_ak/112999,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-06T08:10:10+00:00'}","{'street_address': '6035 CARLISLE LN', 'locality': 'ALPHARETTA', 'region': 'GA', 'postal_code': '30022', 'country': 'UNITED STATES'}","6035 CARLISLE LN, ALPHARETTA, GA, 30022",[],,
382,"11 Ledgewood Drive, LLC",10155885,us_ak,2021-02-19,,Limited Liability Company,,,,False,Non Compliant,2021-02-21T11:58:35+00:00,2023-08-23T12:17:43+00:00,2023-07-20T08:10:11+00:00,https://opencorporates.com/companies/us_ak/10155885,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2023-07-20T08:10:11+00:00'}","{'street_address': '2551 VISTA DRIVE, #D-302', 'locality': 'JUNEAU', 'region': 'AK', 'postal_code': '99801', 'country': 'UNITED STATES'}","2551 VISTA DRIVE, #D-302, JUNEAU, AK, 99801",[],,
383,"11 Mile Equipment Sales and Rental, LLC",10009695,us_ak,2013-01-07,,Limited Liability Company,,,,True,Removed,2013-01-09T22:26:25+00:00,2022-03-01T18:27:53+00:00,2021-09-23T08:10:19+00:00,https://opencorporates.com/companies/us_ak/10009695,"[{'company_name': 'Northland Equipment Sales and Rental, LLC'}]",[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2021-09-23T08:10:19+00:00'}","{'street_address': '2355 RICHARDSON HIGHWAY', 'locality': 'NORTH POLE', 'region': 'AK', 'postal_code': '99705', 'country': 'UNITED STATES'}","2355 RICHARDSON HIGHWAY, NORTH POLE, AK, 99705",[],,
384,"11 Mile Industrial Park, LLC",10013489,us_ak,2013-06-10,,Limited Liability Company,,,,False,Good Standing,2013-06-12T06:29:37+00:00,2024-10-08T03:43:22+00:00,2024-10-06T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10013489,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-06T08:10:10+00:00'}","{'street_address': '2355 RICHARDSON HWY, #55878', 'locality': 'NORTH POLE', 'region': 'AK', 'postal_code': '99705', 'country': 'UNITED STATES'}","2355 RICHARDSON HWY, #55878, NORTH POLE, AK, 99705",[],,
385,11 Rainmaker LLC,117689,us_ak,2008-08-12,,Limited Liability Company,,,,False,Non Compliant,2011-04-08T14:37:21+00:00,2022-09-13T08:06:24+00:00,2022-09-12T08:10:09+00:00,https://opencorporates.com/companies/us_ak/117689,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2022-09-12T08:10:09+00:00'}","{'street_address': '1137 S 1620 E', 'locality': 'SPRINGVILLE', 'region': 'UT', 'postal_code': '84663-5782', 'country': 'UNITED STATES'}","1137 S 1620 E, SPRINGVILLE, UT, 84663-5782",[],,
386,11-1 LLC,134460,us_ak,2011-03-21,,Limited Liability Company,,,,False,Good Standing,2011-06-06T15:48:01+00:00,2024-10-08T08:27:47+00:00,2024-10-06T08:10:10+00:00,https://opencorporates.com/companies/us_ak/134460,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-06T08:10:10+00:00'}","{'street_address': '2650 N. PTARMIGAN PL.', 'locality': 'WASILLA', 'region': 'AK', 'postal_code': '99654', 'country': 'UNITED STATES'}","2650 N. PTARMIGAN PL., WASILLA, AK, 99654",[],,
387,11-2 LLC,134463,us_ak,2011-03-21,,Limited Liability Company,,F,branch of an out-of-jurisdiction company,True,Removed,2011-06-06T15:48:01+00:00,2022-03-01T18:27:53+00:00,2017-01-28T14:24:27+00:00,https://opencorporates.com/companies/us_ak/134463,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2017-01-28T14:24:27+00:00'}","{'street_address': '620 W. FIREWEED LANE, ANCHORAGE, AK 99503', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","620 W. FIREWEED LANE, ANCHORAGE, AK 99503",[],,
388,11.17 Design Studio LLC,10037760,us_ak,2016-04-18,,Limited Liability Company,,,,False,Good Standing,2016-04-21T09:40:47+00:00,2024-10-07T22:19:38+00:00,2024-10-06T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10037760,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-06T08:10:10+00:00'}","{'street_address': '2020 REVERE CIR', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99515', 'country': 'UNITED STATES'}","2020 REVERE CIR, ANCHORAGE, AK, 99515",[],,
389,"110 Donna, LLC",10166083,us_ak,2021-06-14,,Limited Liability Company,,,,False,Good Standing,2021-06-16T04:15:14+00:00,2024-10-09T09:05:13+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10166083,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '110 DONNA DR', 'locality': 'SITKA', 'region': 'AK', 'postal_code': '99835', 'country': 'UNITED STATES'}","110 DONNA DR, SITKA, AK, 99835",[],,
390,110 TO THE 101 INC,10095616,us_ak,2018-12-04,,Business Corporation,,F,branch of an out-of-jurisdiction company,True,Removed,2020-01-28T19:09:12+00:00,2022-03-01T13:19:23+00:00,2020-11-06T09:10:17+00:00,https://opencorporates.com/companies/us_ak/10095616,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2020-11-06T09:10:17+00:00'}","{'street_address': '17015 JAQUELINE CIRCLE', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99516', 'country': 'UNITED STATES'}","17015 JAQUELINE CIRCLE, ANCHORAGE, AK, 99516",[],,
391,"110 West 38th Avenue, LLC",10039836,us_ak,2016-07-07,,Limited Liability Company,,,,False,Good Standing,2016-07-10T05:12:58+00:00,2024-10-07T21:53:51+00:00,2024-10-06T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10039836,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-06T08:10:10+00:00'}","{'street_address': '110 W 38TH AVE', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99503', 'country': 'UNITED STATES'}","110 W 38TH AVE, ANCHORAGE, AK, 99503",[],,
392,110 Wrangell TEI Cathedral LLC,10200719,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:19+00:00,2024-10-09T05:29:26+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200719,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
393,110 Wrangell TEI Dutch LLC,10200723,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:18+00:00,2024-10-09T05:29:25+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200723,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
394,110 Wrangell TEI MK-1 LLC,10200716,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:13+00:00,2024-10-09T05:29:08+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200716,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
395,110 Wrangell TEI MK-2 LLC,10200717,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:13+00:00,2024-10-09T05:29:08+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200717,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
396,110 Wrangell TEI Maiden LLC,10200724,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:13+00:00,2024-10-09T05:29:07+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200724,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
397,110 Wrangell TEI PK-1 LLC,10200713,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:18+00:00,2024-10-09T05:29:25+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200713,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
398,110 Wrangell TEI PK-2 LLC,10200714,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:19+00:00,2024-10-09T05:29:35+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200714,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
399,110 Wrangell TEI UK LLC,10200726,us_ak,2022-07-11,,Limited Liability Company,,,,False,Good Standing,2022-07-13T04:10:19+00:00,2024-10-09T05:29:26+00:00,2024-10-07T08:10:10+00:00,https://opencorporates.com/companies/us_ak/10200726,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-10-07T08:10:10+00:00'}","{'street_address': '55 5TH AVE, 15TH FL', 'locality': 'NEW YORK', 'region': 'NY', 'postal_code': '10003', 'country': 'UNITED STATES'}","55 5TH AVE, 15TH FL, NEW YORK, NY, 10003",[],,
400,"! ALWAYS LOWEST PRICE ! BANKRUPTCY EDUCATION, LLC",L16605259,us_az,2011-02-16,,DOMESTIC L.L.C.,http://ecorp.azcc.gov/Details/Corp?corpid=L16605259,,,True,Inactive,2012-02-03T05:37:40+00:00,2024-05-25T03:11:04+00:00,2024-04-28T00:00:00+00:00,https://opencorporates.com/companies/us_az/L16605259,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-04-28T00:00:00+00:00'}","{'street_address': '9511 N STONEBROOK DR\nTUCSON, AZ 85743', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","9511 N STONEBROOK DR
TUCSON, AZ 85743",[],,
401,! ORALE MI TACO LLC !,23573682,us_az,2023-08-24,,Domestic LLC,https://ecorp.azcc.gov/BusinessSearch/BusinessInfo?entityNumber=23573682,,,False,Active,2023-08-27T20:08:09+00:00,2024-10-08T11:19:33+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/23573682,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '2517 E TONTO LN', 'locality': 'PHOENIX', 'region': 'Maricopa, AZ', 'postal_code': '85050', 'country': 'United States'}","2517 E TONTO LN, PHOENIX, Maricopa, AZ, 85050",[],,
402,! SpecialNeedsScholarships.org,22053306,us_az,2017-07-24,,Domestic Nonprofit Corporation,https://ecorp.azcc.gov/BusinessSearch/BusinessInfo?entityNumber=22053306,,,False,Active,2021-05-16T18:47:33+00:00,2024-10-08T17:39:36+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/22053306,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '824 E HAMPTON AVE', 'locality': 'MESA', 'region': 'Maricopa, AZ', 'postal_code': '85204', 'country': 'United States'}","824 E HAMPTON AVE, MESA, Maricopa, AZ, 85204",[],,
403,"!ALOHA REAL ESTATE INVESTMENTS, LLC",L19731690,us_az,2014-12-23,,Domestic LLC,http://ecorp.azcc.gov/Details/Corp?corpid=L19731690,,,False,Active,2015-06-09T05:27:57+00:00,2024-10-09T04:26:17+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/L19731690,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '637 S 48TH ST #201', 'locality': 'TEMPE', 'region': 'Maricopa, AZ', 'postal_code': '85281', 'country': 'United States'}","637 S 48TH ST #201, TEMPE, Maricopa, AZ, 85281",[],,
404,"!COMMA ARIZONA, LLC",L12375317,us_az,2005-10-21,,Domestic LLC,http://ecorp.azcc.gov/Details/Corp?corpid=L12375317,,,False,Active,2012-02-03T12:16:57+00:00,2024-10-09T00:44:22+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/L12375317,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '920 CAMINO REAL', 'locality': 'COTTONWOOD', 'region': 'Yavapai, AZ', 'postal_code': '86326', 'country': 'United States'}","920 CAMINO REAL, COTTONWOOD, Yavapai, AZ, 86326",[],,
405,!Da Spottt! LLC,23533740,us_az,2023-05-24,,Domestic LLC,https://ecorp.azcc.gov/BusinessSearch/BusinessInfo?entityNumber=23533740,,,False,Active,2023-06-29T20:30:15+00:00,2024-10-08T11:44:30+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/23533740,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '10659 GRAND AVE, ST 9 #1012', 'locality': 'SUN CITY', 'region': 'Maricopa, AZ', 'postal_code': '85351', 'country': 'United States'}","10659 GRAND AVE, ST 9 #1012, SUN CITY, Maricopa, AZ, 85351",[],,
406,"!HA CHIHUAHUA!, LLC",L13811527,us_az,2007-07-18,,Domestic LLC,http://ecorp.azcc.gov/Details/Corp?corpid=L13811527,,,False,Active,2012-02-03T10:51:01+00:00,2024-10-09T01:12:22+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/L13811527,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '1938 E JUAN SANCHEZ BLVD STE 5', 'locality': 'SAN LUIS', 'region': 'Yuma, AZ', 'postal_code': '85349', 'country': 'United States'}","1938 E JUAN SANCHEZ BLVD STE 5, SAN LUIS, Yuma, AZ, 85349",[],,
407,!HOLA! INTERNATIONAL LLC,L13695415,us_az,2007-05-29,,Domestic LLC,http://ecorp.azcc.gov/Details/Corp?corpid=L13695415,,,False,Active,2012-02-24T12:26:24+00:00,2024-10-09T01:08:40+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/L13695415,"[{'company_name': '!HOLA! THE LANGUAGE & LEARNING CENTER, LLC', 'end_date': '2011-02-02'}]",[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '1277 N RENEE AVE', 'locality': 'GILBERT', 'region': 'Maricopa, AZ', 'postal_code': '85234', 'country': 'United States'}","1277 N RENEE AVE, GILBERT, Maricopa, AZ, 85234",[],,
408,"!NVENTIVITY, LLC",L10034360,us_az,2001-09-21,,Domestic LLC,http://ecorp.azcc.gov/Details/Corp?corpid=L10034360,,,False,Active,2012-03-05T10:22:47+00:00,2024-10-08T23:20:29+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/L10034360,"[{'company_name': '4414, L.L.C.', 'end_date': '2005-05-25'}, {'company_name': 'NVENTIVITY, LLC', 'end_date': '2007-03-19'}]",[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '2009 N 7TH ST', 'locality': 'PHOENIX', 'region': 'Maricopa, AZ', 'postal_code': '85006', 'country': 'United States'}","2009 N 7TH ST, PHOENIX, Maricopa, AZ, 85006",[],,
409,!conic llc,23271543,us_az,2021-07-25,,Domestic LLC,https://ecorp.azcc.gov/BusinessSearch/BusinessInfo?entityNumber=23271543,,,False,Active,2021-12-11T00:03:23+00:00,2024-10-08T14:31:26+00:00,2024-10-06T00:00:00+00:00,https://opencorporates.com/companies/us_az/23271543,[],[],"{'publisher': 'Arizona Corporation Commission', 'url': 'https://ecorp.azcc.gov/EntitySearch/Index', 'retrieved_at': '2024-10-06T00:00:00+00:00'}","{'street_address': '44021 w adobe circle', 'locality': 'MARICOPA', 'region': 'Pinal, AZ', 'postal_code': '85139', 'country': 'United States'}","44021 w adobe circle, MARICOPA, Pinal, AZ, 85139",[],,
